gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
1,1,1,0,0,7,5931,2,0,1,71628
0,0,1,2,1,4,2641,2,2,2,410532
0,1,1,2,0,8,5951,2,2,2,72012
0,1,2,2,1,7,2744,2,2,1,106980
0,1,1,2,0,2,3491,2,2,2,94584
1,1,2,3,0,4,5732,2,2,2,107112
1,1,1,2,0,5,6309,2,2,2,62244
0,0,1,1,0,7,3244,2,1,0,64872
0,1,1,3,1,2,10087,2,2,2,77628
0,1,0,2,1,3,7275,1,1,2,40620
0,1,1,3,1,6,2536,2,2,2,63252
1,1,1,1,1,4,5336,2,2,2,161424
0,0,2,2,1,7,2530,2,2,1,89184
0,1,2,3,1,8,2365,1,1,0,33240
0,0,2,2,0,2,11405,1,2,2,50100
1,0,0,2,0,6,0,1,0,0,35628
0,1,1,1,0,3,8669,2,2,0,487500
0,0,1,3,0,3,2346,2,1,2,98724
0,0,2,2,1,3,0,2,2,0,106092
0,1,1,3,1,6,3656,1,2,0,65940
0,1,1,2,1,5,5926,1,2,1,34392
1,0,1,3,0,5,9598,2,2,2,57720
0,1,1,2,0,8,7564,2,2,2,301728
0,1,0,2,0,4,0,1,1,2,39636
1,0,2,3,0,2,0,2,2,1,434268
1,1,2,3,0,4,7011,2,2,1,72444
0,1,2,2,1,2,4387,1,2,2,31560
0,1,1,1,0,1,4092,2,2,2,60156
0,0,2,2,0,8,0,1,1,2,51588
0,1,1,2,0,4,3459,2,1,0,65376
0,1,1,2,1,4,2764,1,2,2,33912
0,0,2,2,0,0,0,2,1,2,43692
1,1,2,2,1,6,5380,2,0,2,63048
0,1,1,2,0,7,2308,2,2,2,61728
1,1,2,3,1,3,4604,2,2,1,204348
1,1,2,1,1,8,7652,2,1,1,110976
0,1,1,2,1,7,4708,2,2,1,65688
1,1,1,2,0,3,3768,2,2,0,105648
0,1,2,3,1,0,0,1,1,0,40824
0,1,2,1,0,6,8045,1,1,0,30144
0,1,2,2,1,5,5624,1,0,0,55020
1,1,1,3,0,3,0,2,2,0,343728
1,1,2,0,0,5,5324,1,2,2,31788
0,1,1,3,1,7,3796,2,2,2,107976
0,1,1,2,1,8,9732,2,2,1,298572
0,0,2,2,1,7,0,1,2,1,62352
0,1,2,2,1,3,7149,1,2,2,34872
1,1,1,2,0,6,4776,2,2,2,93792
1,1,0,3,1,0,2390,2,0,0,57540
1,1,1,2,0,4,6126,2,2,1,104940
0,0,1,2,1,2,5493,1,2,2,54504
1,1,2,2,1,4,5778,2,2,1,102540
0,1,1,2,0,8,0,1,1,0,70452
1,1,1,1,1,6,0,2,2,2,113124
0,1,1,2,1,4,3873,2,2,1,75324
0,1,2,2,1,0,2995,2,2,2,110964
0,1,2,1,1,7,8534,2,1,1,66624
0,1,0,1,1,4,3877,2,1,0,105108
0,0,2,1,1,4,0,1,0,2,71844
1,1,1,2,1,5,5521,1,2,0,32196
0,1,2,2,0,2,2391,2,1,2,92196
0,1,1,1,0,8,11309,1,2,1,52560
1,1,2,1,1,5,5910,2,2,0,151752
0,0,2,2,1,5,2791,1,2,0,45348
1,1,2,2,1,3,4577,2,2,2,199752
1,1,1,2,1,4,6797,2,2,2,31260
1,1,1,1,1,6,5585,1,2,0,50172
0,0,2,3,1,4,0,1,2,1,32184
1,1,2,2,1,8,4158,2,2,0,65712
1,1,1,1,0,3,5513,2,1,0,198744
1,1,1,1,1,4,6398,2,2,2,256884
1,1,1,2,1,1,7835,2,2,2,96612
0,1,1,1,1,6,3777,2,0,1,61236
1,1,2,2,1,6,4071,2,2,2,65268
1,1,2,2,1,6,0,2,1,2,100308
1,0,1,2,1,5,2334,2,2,1,115596
0,1,1,1,1,4,7197,1,2,1,35292
1,0,1,2,0,8,0,2,1,1,68976
1,1,1,2,1,2,6604,1,2,1,89604
0,1,1,2,1,4,9220,2,0,1,283380
0,0,1,2,0,5,4032,1,2,1,55200
1,1,1,2,0,5,6488,2,2,1,87924
0,1,2,2,1,6,0,2,2,0,63552
0,1,1,2,0,5,0,2,2,0,65100
0,1,1,2,1,7,6583,1,2,2,32040
1,0,1,2,0,7,0,2,1,0,286704
0,0,2,2,1,0,0,2,2,0,59736
0,1,2,2,1,3,8569,2,1,2,67332
1,1,1,2,1,7,3376,1,2,1,63984
0,1,2,2,0,5,4080,2,2,0,109104
0,1,0,1,1,8,5431,2,2,2,136548
0,1,1,2,0,1,3585,1,2,2,93456
0,1,2,0,0,5,5798,2,2,0,66756
0,1,2,2,1,6,4964,2,2,2,61812
0,0,1,2,1,4,2247,1,2,1,69048
0,1,1,1,1,7,8272,2,2,1,65556
0,0,2,1,0,5,3416,1,1,2,31092
0,0,1,2,0,0,0,1,2,1,60576
0,1,2,1,1,2,14917,2,2,1,175524
0,0,2,1,0,7,2573,1,1,1,52584
1,1,1,2,0,6,3759,2,2,0,55512
1,0,2,2,0,1,2217,2,1,0,73176
0,1,2,2,1,2,0,2,1,0,108408
0,1,2,2,1,5,2869,2,1,0,71112
0,1,1,2,0,5,6225,1,2,0,110244
1,0,0,2,1,7,0,1,2,2,39612
0,0,2,3,1,6,0,1,1,1,29892
0,1,1,2,1,4,6654,1,2,1,31416
1,1,2,2,0,3,3948,1,2,2,31500
0,1,2,2,1,6,10791,2,2,1,98364
0,0,2,2,0,7,2780,2,1,2,41856
0,1,1,1,0,7,7267,2,2,1,54588
1,1,1,2,0,5,3087,1,2,2,48804
0,1,2,1,0,4,5357,2,2,2,60576
1,0,1,3,0,6,8461,1,2,0,69108
0,1,1,2,1,6,6239,2,2,2,50016
0,1,2,1,0,6,17261,2,2,0,487680
0,0,2,2,1,3,2610,2,2,2,72828
0,1,1,2,0,7,4397,2,2,2,91476
0,0,1,2,1,1,3617,1,2,1,64656
1,0,2,2,1,8,0,2,1,1,178056
1,1,1,1,1,5,3898,2,0,1,103140
0,0,0,1,1,5,0,2,2,2,34044
0,0,2,2,1,8,2631,2,2,2,53532
1,1,2,3,0,4,6062,2,1,2,62592
1,1,2,2,1,7,4742,2,2,2,108876
1,1,1,2,1,6,6938,1,2,2,30096
0,1,2,2,0,7,4438,2,0,1,67260
0,1,2,0,0,3,8536,2,2,0,77076
1,0,2,2,0,6,0,1,2,1,34272
0,1,2,2,0,5,4370,2,2,1,45684
0,1,1,2,1,1,5976,2,1,2,67272
0,1,0,3,1,3,2006,2,1,0,154452
1,0,1,2,1,5,0,1,2,1,31104
0,0,1,2,0,5,3014,1,0,0,35568
1,1,1,1,1,4,0,2,2,2,143844
0,1,1,2,1,7,4368,2,2,2,49212
1,0,1,3,1,7,2173,2,0,0,72540
0,1,2,1,0,8,6483,1,2,1,66936
0,0,1,2,1,5,2183,1,1,2,33204
0,1,1,3,0,6,4035,2,2,2,60288
1,0,2,1,1,6,0,1,1,2,65328
1,1,2,2,0,7,6059,2,2,2,70656
0,1,1,2,1,2,2793,2,2,2,255612
1,0,1,2,0,6,5162,2,2,1,121524
1,1,2,0,1,7,6537,2,2,0,459384
1,1,1,1,0,5,4613,1,2,1,56520
0,1,1,2,1,5,4404,1,2,2,31164
1,1,2,2,0,4,5505,1,2,0,32352
1,1,2,1,1,7,5799,2,2,1,103380
1,0,2,2,0,7,0,2,2,1,100152
0,1,1,1,1,5,7396,2,2,2,346812
0,0,2,2,1,6,0,2,1,2,69480
1,1,1,3,0,2,3014,2,2,1,58656
1,1,2,2,0,6,7009,2,2,1,209172
1,0,0,3,1,4,0,1,1,2,40680
0,0,1,2,1,2,3702,2,2,2,67308
0,0,1,2,1,1,2879,1,2,1,58788
1,1,2,3,0,2,4044,2,2,2,103344
1,1,1,2,1,6,3177,2,2,1,44652
1,1,1,2,1,2,4158,1,2,2,52872
1,1,1,2,1,3,5757,2,2,1,202464
1,0,2,1,0,5,3581,2,2,0,109188
0,1,2,2,1,6,5680,2,2,1,114804
0,1,2,1,0,7,5184,2,1,2,222336
0,1,1,2,1,5,0,2,1,2,62976
1,1,1,1,0,7,5912,2,2,1,72132
1,1,1,2,1,6,0,2,1,2,65136
0,0,2,2,0,7,2019,1,2,2,62700
0,0,1,2,1,8,2603,2,2,2,72720
0,1,1,3,1,4,3634,2,1,1,70392
1,0,1,2,1,0,0,1,1,2,45000
0,1,2,2,1,0,2150,2,1,1,71100
1,1,1,0,1,5,0,1,2,2,34404
0,1,1,3,0,6,2455,2,2,0,63384
1,1,1,2,0,8,3554,2,1,2,72372
1,1,2,1,0,5,7116,2,2,0,199692
0,1,1,1,1,8,3086,2,1,0,145404
1,1,0,2,0,4,4100,2,2,2,106032
0,1,2,2,1,6,6630,2,2,2,60240
0,1,1,2,1,6,0,2,2,2,100260
1,1,2,1,1,8,3543,2,1,2,70188
0,1,2,2,0,6,16391,2,2,2,169248
0,0,1,3,1,6,0,1,2,0,32256
1,1,2,2,0,3,3404,2,2,1,96048
1,0,1,2,1,4,2591,2,2,2,57444
0,1,1,1,1,6,9114,2,2,2,64860
0,1,1,1,1,5,2260,2,2,0,57948
0,1,1,2,1,3,4071,2,2,1,96360
0,1,2,2,1,6,3532,2,2,2,110952
1,1,1,1,0,2,3502,2,1,0,110748
1,1,2,2,1,6,0,2,2,1,58584
0,0,2,2,0,2,2191,1,1,2,50364
1,1,1,1,0,5,3314,2,0,0,333912
0,0,2,2,1,7,4193,2,1,0,58440
0,0,2,2,1,2,0,2,2,1,44388
1,0,2,3,0,4,0,1,1,0,48600
1,1,0,2,1,7,4895,1,2,2,28968
1,1,2,3,0,6,2185,2,1,0,98772
1,0,1,2,1,6,3984,2,2,2,102888
0,1,2,1,1,7,5269,1,2,2,31368
1,1,0,1,0,6,0,2,2,2,305220
1,1,2,2,0,0,3900,2,1,0,80760
1,1,1,2,1,2,5791,2,2,0,42744
1,1,2,2,1,6,3948,2,2,2,94704
1,1,1,1,1,4,5831,2,2,2,63180
0,1,1,1,1,6,6420,2,2,1,341724
1,1,1,2,0,7,8332,1,2,1,48516
0,1,1,2,0,7,10359,2,2,1,687888
1,0,2,3,1,6,0,1,2,0,30624
1,1,1,2,1,7,2057,2,1,0,117996
1,1,1,2,0,2,2276,2,2,2,61008
1,1,2,0,0,6,8906,2,2,1,164736
0,1,2,2,1,3,3442,1,2,2,31212
0,0,1,2,0,2,6251,2,2,1,136548
0,1,1,3,1,7,2641,2,2,0,66672
1,1,1,3,0,8,6872,2,2,2,67116
0,0,2,2,1,3,5534,2,0,2,72348
0,1,2,1,1,7,3454,1,2,0,59112
1,0,2,2,0,8,0,2,1,2,71064
1,0,1,3,0,4,0,2,1,2,64608
1,0,1,3,1,6,0,2,2,2,59868
1,1,1,3,0,5,11093,2,2,2,111204
0,1,1,2,0,0,2801,1,0,2,70704
0,0,2,3,1,2,0,2,1,2,58920
0,1,1,1,0,7,6745,1,0,0,57084
1,0,2,2,0,6,2075,2,2,0,61488
0,0,1,2,1,4,0,1,2,2,118740
1,1,2,1,0,8,3707,2,2,2,70644
0,1,1,0,0,3,6620,2,2,1,61092
0,1,1,2,1,5,6177,1,2,2,37980
0,1,1,2,1,4,5938,2,1,2,64392
1,0,1,1,0,5,7028,2,2,1,112680
0,1,0,1,0,1,0,1,2,0,33888
1,0,1,0,1,4,5701,1,2,2,30552
0,0,2,1,1,4,0,1,2,0,32004
0,0,1,2,1,5,0,1,2,2,57228
1,0,0,3,1,7,0,1,2,1,70188
0,1,2,3,0,6,5878,2,2,2,106020
0,0,1,2,1,7,0,1,2,2,32532
0,1,1,1,1,4,3253,1,2,2,32940
0,0,2,1,1,8,0,1,1,0,51480
1,0,1,2,1,6,0,2,1,2,54768
1,1,1,2,0,7,5637,2,2,2,238920
1,1,2,2,0,0,6124,1,2,0,37140
1,1,1,1,1,4,5642,2,2,0,168072
0,0,2,3,1,7,0,2,1,2,98448
1,1,1,2,1,5,8178,2,2,2,185592
0,0,2,2,1,1,0,1,1,2,67188
0,1,2,1,0,7,3781,2,2,2,68976
0,1,1,3,0,4,6862,2,1,1,62544
1,0,2,1,1,8,0,2,1,2,67224
1,0,1,2,1,6,7001,2,2,0,385260
1,1,1,1,0,5,6411,1,2,1,33744
0,1,1,2,1,7,3569,2,2,2,64776
1,1,1,2,1,6,16276,2,0,1,39912
0,1,1,2,1,7,4160,1,1,2,36240
0,1,1,1,0,6,3815,2,2,0,66228
1,1,1,1,1,5,6145,2,2,2,71088
0,1,2,2,1,1,3016,1,2,2,31848
0,0,1,2,1,5,2519,1,1,2,101160
1,1,1,2,0,4,2006,2,2,2,168900
1,1,2,3,1,8,4008,2,2,2,61524
1,1,1,3,1,5,5621,2,2,2,85512
0,0,2,1,0,5,0,1,1,1,55992
0,1,2,2,1,8,3741,2,2,1,65760
1,0,1,1,1,4,2720,2,1,0,68424
0,1,1,2,0,6,6626,1,2,1,31440
0,1,1,2,1,0,4486,1,2,2,63900
0,1,1,2,1,6,2426,1,2,2,35064
0,1,1,2,1,4,5738,2,0,2,62640
0,1,2,3,1,0,12340,2,2,1,69792
1,1,1,2,0,7,3827,2,2,0,220992
1,1,2,1,1,6,3565,2,2,2,67788
0,1,1,3,1,0,3369,2,2,0,345216
0,1,2,2,0,8,8947,2,0,2,108900
1,1,2,1,1,6,5807,2,2,2,535692
1,0,1,3,1,4,2514,2,2,1,117900
0,1,1,3,0,3,7037,1,2,0,34620
1,0,2,2,0,5,0,1,2,2,38904
1,0,1,2,1,4,0,2,2,2,68196
1,1,2,2,1,4,0,1,2,0,51000
1,1,2,2,1,4,3249,2,2,1,59268
1,0,2,3,0,3,0,1,1,0,31920
0,1,0,1,0,7,5265,1,1,2,31740
0,1,1,2,1,1,2682,1,2,2,31740
0,0,1,3,0,3,0,2,0,1,28104
0,1,1,2,0,4,4034,1,2,1,31728
0,1,2,2,0,4,5800,2,0,0,31320
1,0,2,2,1,2,3313,2,1,1,73116
0,1,2,2,0,2,9330,2,2,1,360276
0,0,2,2,0,1,2514,1,0,2,47292
1,1,1,2,1,3,9371,2,2,1,116508
0,1,1,0,1,1,4230,2,2,2,62184
0,1,1,2,1,4,7593,2,0,2,69432
0,1,1,3,1,0,5863,2,0,2,126636
0,0,1,3,1,6,0,1,1,2,32784
0,1,1,2,1,6,4343,2,2,2,158256
0,0,1,2,1,2,3076,1,2,2,62844
0,0,1,2,1,8,0,2,2,1,303432
1,1,2,2,1,8,2895,2,0,0,72132
1,0,1,2,0,6,6050,2,2,2,94620
0,1,1,2,0,0,4148,1,1,1,33420
1,0,0,1,1,5,0,2,2,1,66336
0,1,2,1,0,6,6207,2,2,2,68592
0,0,2,2,0,7,0,1,2,1,44580
0,1,1,1,1,0,2149,2,2,2,131604
1,1,1,2,1,6,8469,2,2,1,112248
1,1,1,2,0,7,5432,1,2,0,32820
0,0,2,2,0,2,4420,2,2,0,505800
1,1,2,3,0,6,5081,2,2,2,98652
1,0,2,2,1,7,0,1,2,1,61788
0,0,0,2,1,1,2347,1,1,2,35268
1,1,1,1,1,6,0,2,1,2,67752
0,1,1,3,1,6,10735,2,2,1,53832
0,1,2,2,1,6,2053,1,1,2,102336
0,1,2,1,1,2,0,2,1,1,57084
0,1,1,1,1,1,6094,1,2,0,32532
0,1,1,1,0,7,4259,2,2,0,321036
1,1,1,3,0,4,0,2,1,2,122280
0,1,2,0,0,1,16272,2,2,0,101460
1,1,1,2,1,2,3235,1,0,2,51852
1,0,2,2,1,3,3601,2,1,0,31464
1,1,1,1,1,7,4381,2,1,2,215424
0,0,2,2,1,2,2630,2,2,2,62724
0,1,1,3,1,7,0,2,2,1,211920
1,1,1,2,0,3,5466,2,2,1,46368
1,1,2,1,1,6,7700,2,1,2,171804
0,0,2,2,1,4,2072,2,0,2,72708
1,1,2,1,0,7,4823,2,1,2,126852
0,1,1,2,0,8,11194,2,2,2,101724
0,0,2,2,1,2,3305,2,1,2,312276
0,0,2,3,1,6,3642,2,2,2,119244
0,0,1,3,1,1,3257,2,1,2,62580
1,1,1,3,0,2,8360,2,2,0,99480
1,1,1,3,1,7,4631,2,2,0,33684
0,1,2,2,0,4,6933,2,2,2,69156
1,1,2,1,0,6,6325,2,1,0,51156
0,1,1,2,1,5,12355,2,2,2,96264
0,1,1,1,0,1,5062,1,2,2,55332
1,1,1,2,0,3,5151,2,2,2,327576
1,1,1,2,1,4,0,2,1,0,67476
0,1,2,1,1,5,3918,2,1,1,61248
1,1,1,2,0,4,9447,2,0,2,154488
0,1,1,2,0,6,5403,2,2,2,72768
0,0,1,3,1,5,0,1,2,2,32196
1,0,1,1,1,5,3254,2,1,1,104496
1,1,2,1,0,7,6367,2,1,2,72300
0,1,1,2,0,7,4621,2,2,2,112296
0,1,1,2,1,7,8717,2,2,2,452640
1,1,1,2,0,4,0,1,2,2,51420
0,1,2,2,1,6,10140,1,2,2,50628
1,1,1,2,1,6,0,2,1,2,33132
0,1,2,0,0,7,6304,2,2,1,111324
0,1,2,1,1,7,10015,2,1,0,116520
0,1,2,2,1,0,5703,2,2,2,67632
0,1,2,1,1,4,7586,1,2,0,32520
1,0,2,2,1,7,0,2,1,1,67080
1,1,2,1,0,8,4246,2,2,2,65472
0,0,1,3,0,0,2039,1,1,0,53400
1,1,1,2,0,6,5837,2,2,2,178656
1,1,1,3,0,2,8097,2,2,2,65472
0,1,1,2,1,3,0,2,2,2,254064
1,0,2,2,0,6,0,2,1,0,63684
1,1,0,1,1,4,6878,2,2,2,333936
0,0,1,3,0,5,0,2,1,2,61356
0,1,2,2,1,4,3850,2,1,1,65448
1,1,2,1,0,5,4985,2,2,2,110004
0,1,1,3,1,6,5205,2,1,2,67896
0,1,1,2,1,4,5735,2,2,2,66984
1,1,2,2,0,8,4071,2,2,2,102432
0,1,0,1,1,4,6053,2,2,2,68340
1,1,2,2,0,0,5283,2,2,0,108648
0,1,2,1,0,4,6017,2,1,1,283416
0,1,1,0,1,1,7439,2,2,2,102084
0,1,1,2,1,4,4238,2,2,2,172728
0,1,1,2,0,0,6793,2,2,0,72156
0,1,2,2,1,1,5295,1,2,2,36360
0,1,1,1,1,5,5231,2,2,1,75288
0,1,2,1,0,4,3540,2,2,1,71580
0,0,2,3,1,5,0,1,0,1,33672
0,1,1,2,1,2,6631,2,1,1,315612
0,1,1,3,1,5,3097,2,0,1,61800
0,1,2,2,0,0,3918,2,2,1,63072
0,1,2,2,0,6,4024,2,2,1,63000
1,1,2,1,1,4,0,1,1,2,67536
0,1,1,1,1,8,5523,1,0,0,30828
0,0,2,3,0,3,0,2,1,2,29280
0,1,2,2,1,5,3765,2,1,2,401376
1,1,1,2,1,1,7560,2,2,2,62916
0,1,2,2,0,6,0,1,1,0,33888
0,1,2,2,0,8,4262,2,2,2,415248
0,1,1,2,1,1,6446,1,2,2,58620
0,1,1,1,1,6,9179,2,1,1,407448
0,1,1,1,1,5,4006,2,2,0,66888
0,1,1,2,0,2,4448,2,2,0,123396
0,1,2,3,1,8,2285,2,2,2,67968
0,1,1,1,1,3,5491,2,2,2,70848
0,1,1,2,1,7,4049,1,1,1,55920
1,0,1,2,1,6,4670,1,1,2,46488
1,1,1,2,1,8,6925,1,2,2,52872
0,1,1,3,1,2,3712,2,2,2,105264
1,0,2,3,1,4,0,1,2,2,33780
1,1,1,3,1,5,5256,2,2,0,96192
0,1,1,2,0,3,6067,1,2,2,103776
1,1,2,2,0,6,6021,1,2,2,34788
0,0,1,2,1,3,2217,2,2,2,60840
0,0,1,2,0,7,13299,2,2,1,97536
0,1,1,2,1,1,5700,2,2,1,57372
1,0,1,1,0,7,3123,2,1,0,69276
1,1,2,2,1,1,4064,1,2,2,56640
0,0,1,2,1,6,0,2,1,2,109644
0,1,2,2,0,8,6506,2,0,0,209160
1,1,1,0,0,5,9180,2,2,2,98688
1,1,1,1,1,6,5263,2,0,2,61320
0,1,1,2,1,2,6606,1,2,2,47148
0,0,0,3,1,7,0,1,1,2,46392
1,0,1,3,1,8,3363,2,2,2,64704
0,1,1,2,0,3,5704,2,2,0,234480
0,1,2,3,0,5,0,2,2,2,98448
1,0,2,3,0,6,6106,2,1,2,60648
1,0,1,2,1,3,0,1,2,2,67164
0,1,1,2,0,1,2091,2,2,1,68472
1,1,1,2,1,6,2496,1,2,0,31092
1,1,2,2,1,5,0,1,2,2,30756
1,1,1,3,1,2,3339,2,1,2,73848
1,0,1,2,0,6,0,2,1,2,68376
1,1,1,2,0,3,6701,2,0,1,89496
0,1,2,2,0,8,2253,1,2,2,66648
1,1,2,2,0,7,9821,2,2,0,117504
1,1,2,2,1,5,3915,2,2,1,166092
0,0,1,3,1,5,2912,2,2,2,62616
0,1,1,3,0,6,5572,2,2,2,114312
1,1,1,2,1,5,3934,2,2,2,95532
1,1,2,2,1,4,3823,1,2,1,71952
0,0,2,3,1,1,6528,2,1,2,118572
1,0,2,3,1,5,0,1,2,1,55644
0,0,2,2,1,5,3087,2,1,2,60228
0,1,2,1,1,4,6730,2,1,1,51516
0,1,2,1,1,7,9492,2,2,2,59064
0,1,2,1,1,6,3917,2,2,2,107628
1,1,1,3,0,3,4862,2,2,1,467076
0,1,1,1,0,4,5242,2,2,0,62640
0,1,1,2,0,6,6341,2,2,1,239472
0,1,2,3,1,6,3227,2,1,0,66864
1,1,2,1,1,7,5860,2,2,0,327072
1,0,1,2,1,2,2455,2,0,1,60096
0,1,2,1,0,4,3833,2,0,1,549540
0,0,1,2,1,2,0,2,1,1,64308
0,0,2,2,1,2,0,1,1,2,63456
0,1,2,1,1,8,0,2,1,0,73524
1,1,2,2,0,5,4762,2,2,2,29352
1,0,2,2,0,7,0,2,2,2,91140
0,1,1,1,0,4,3728,2,1,0,59988
0,0,1,2,1,2,0,1,2,2,56556
0,0,2,2,1,5,0,1,1,0,29688
0,0,1,3,0,8,5244,2,2,2,102060
0,1,2,2,1,7,3620,2,2,2,59772
1,0,2,2,1,5,2016,2,1,0,94608
0,0,2,3,0,0,0,1,2,1,56028
0,1,1,2,0,4,16020,2,2,1,73740
0,1,2,2,0,6,2738,2,1,2,59580
1,1,1,2,1,6,3712,2,2,1,94140
1,0,2,2,1,3,0,2,2,1,64572
0,1,1,3,0,5,9114,2,2,2,68376
1,1,1,2,1,8,3241,1,2,2,48768
1,1,1,2,1,3,5457,2,1,2,101808
0,0,1,2,1,2,2822,2,2,2,65616
0,1,1,2,1,4,3064,2,1,1,63216
0,1,1,2,1,6,5568,2,2,2,295032
0,1,1,2,1,1,2834,2,2,2,62940
1,1,2,3,0,6,12549,2,2,2,68412
0,1,1,1,0,5,5802,1,2,0,45012
0,1,2,1,0,2,3501,2,0,2,68556
0,1,0,1,0,4,6840,1,2,2,33684
0,1,1,1,1,8,0,2,0,2,33012
1,1,2,1,0,4,8049,2,2,0,57132
1,1,2,2,1,4,6120,2,2,2,147492
0,1,1,2,1,2,6076,1,2,1,31944
1,1,2,2,1,1,0,2,1,2,73500
0,0,2,2,0,6,0,1,2,1,33756
1,1,2,1,0,4,5741,2,2,2,99852
0,0,1,2,1,1,0,2,2,2,95016
0,0,2,3,1,4,0,1,2,2,36912
0,0,1,3,1,6,3108,2,2,1,240180
1,0,1,3,0,2,0,1,2,1,31164
0,1,1,2,0,8,4406,2,2,2,106044
1,1,1,2,1,6,5550,2,2,1,63216
1,1,1,1,0,6,9024,2,2,2,65664
1,1,2,1,1,3,3609,1,2,0,46656
0,1,1,2,0,6,7332,2,2,1,275064
0,0,2,2,1,6,2928,1,2,0,34416
0,0,2,2,1,7,2773,2,2,1,112824
0,1,2,2,0,3,10768,2,2,2,68076
0,1,1,1,1,5,4213,1,0,2,59544
0,1,1,2,1,4,3411,2,1,0,64464
0,1,1,2,1,4,5176,2,1,2,318816
0,1,1,1,1,0,2697,2,1,0,72408
1,1,2,2,1,8,0,2,1,2,66228
1,0,1,2,1,6,3955,1,2,2,34104
0,0,2,2,1,2,5649,1,2,1,32580
0,1,1,1,0,8,3475,2,2,1,61596
0,0,1,3,1,5,3050,1,1,0,37236
0,1,2,0,0,0,14421,2,2,2,60696
1,1,0,0,1,6,7240,2,2,2,163572
0,0,2,2,1,7,2509,1,1,2,65496
0,1,1,2,0,4,3494,1,1,1,34068
0,1,2,2,0,7,6363,2,2,0,106044
1,1,2,2,0,4,6448,2,2,2,70224
1,1,1,2,0,2,5629,2,2,2,66012
1,1,2,0,0,5,4076,2,2,0,72540
0,1,1,2,0,6,3295,2,2,2,380832
1,1,2,1,0,5,2241,2,1,2,72252
0,0,2,1,1,6,6077,2,1,1,66480
0,1,2,2,1,6,8443,1,1,0,31980
0,0,1,2,1,5,3032,1,2,2,70104
1,1,1,0,0,4,11971,2,2,2,96216
1,1,1,2,1,7,2241,2,1,0,71148
1,1,1,2,1,6,2018,1,2,2,34056
0,0,1,2,0,7,0,1,1,1,60048
0,1,1,2,0,1,4047,2,2,0,58668
1,1,1,2,1,6,0,2,2,0,107268
0,1,1,2,0,7,0,1,2,2,45144
1,0,1,2,0,2,2424,2,0,0,147912
0,1,1,2,1,7,0,2,1,2,71808
0,0,1,2,0,0,0,2,1,2,98220
0,1,0,1,1,6,6553,1,2,1,97536
1,1,2,1,1,6,6642,2,2,2,153168
1,0,1,2,0,7,6604,2,0,0,71292
1,1,1,2,0,6,6207,2,2,0,65592
1,0,1,2,1,8,0,1,2,2,53904
0,1,2,1,1,5,6663,2,1,1,188808
0,1,1,2,0,2,9795,2,2,2,280032
0,1,2,2,1,3,2795,2,2,0,103164
1,0,2,3,0,7,0,1,1,0,63672
0,1,2,2,1,7,0,1,0,0,51552
0,1,1,2,1,0,6463,2,2,0,164604
1,0,1,2,0,8,4696,2,2,0,62052
1,1,2,1,1,7,6385,2,1,2,251868
1,1,2,2,1,7,3029,2,2,1,63576
0,0,1,3,0,2,0,2,2,1,298500
1,1,2,1,0,2,6295,1,2,2,85296
0,1,1,2,1,6,6508,1,0,2,32280
1,1,1,2,1,1,0,2,2,0,58464
1,0,0,1,1,7,6774,2,2,0,245460
0,1,2,1,1,5,4118,2,2,1,323496
0,0,0,2,1,4,2172,2,1,2,63636
1,1,1,2,1,6,3564,2,2,2,65184
0,1,1,1,0,3,5738,2,2,2,210372
0,1,1,2,0,6,2151,2,1,2,179340
0,1,1,1,1,6,6420,1,2,0,45648
1,1,1,1,1,2,2418,1,1,1,62664
0,1,2,2,0,6,7285,1,2,1,34812
1,0,2,2,1,4,0,1,2,1,37956
0,0,2,2,0,4,2761,1,2,0,35424
1,0,1,2,1,7,2514,2,2,2,56640
1,1,2,1,1,2,6839,2,0,2,214728
0,1,1,2,1,3,5862,2,2,1,383448
1,0,1,2,1,7,5431,2,1,2,60900
1,0,0,3,1,2,0,2,1,2,57852
0,0,2,2,1,3,2574,2,2,2,110628
0,1,1,1,1,1,7392,2,2,2,66732
1,0,2,1,1,6,2135,2,2,2,82620
0,1,1,3,1,6,3301,2,1,2,66156
1,0,2,2,1,6,0,2,1,0,95700
0,0,1,3,1,6,0,2,1,2,75012
0,1,2,2,0,2,3069,2,2,1,59460
1,0,1,1,0,4,2548,2,0,2,422076
1,0,2,3,1,5,0,1,2,2,57492
1,1,1,2,0,8,5996,2,1,1,67164
0,1,1,2,0,1,4037,2,2,2,111732
0,1,1,2,1,6,6767,2,2,2,432060
0,1,1,3,0,1,9419,2,2,0,397104
0,0,0,3,0,7,0,2,1,0,38148
0,1,2,2,1,1,6436,1,1,1,57588
1,0,1,2,1,7,2093,1,1,0,53376
0,1,1,2,0,1,6867,1,2,2,35424
1,0,1,2,0,3,0,2,2,2,67164
1,0,2,2,1,0,0,2,2,1,64044
0,0,2,2,0,7,2366,1,2,1,33216
0,1,1,2,0,6,14715,2,1,2,108912
0,1,1,1,1,4,5241,1,1,0,33720
1,1,1,3,1,7,6575,1,2,0,31236
1,1,1,2,0,7,9919,2,1,2,465144
0,1,2,2,1,7,5822,1,1,2,34584
0,0,2,2,1,3,5971,2,0,1,306204
